NPI,provider_state,last_updated,entity_type,provider_gender,provider_age,pair_number,HealthcareProviderTaxonomyCode,HealthcareProviderPrimaryTaxonomySwitch
1285863803,ID,2014-08-12,individual,female,41,1,207P00000X,Y
1295964716,ID,2014-02-06,individual,female,45,1,207V00000X,Y
1598994428,HI,2014-10-15,individual,female,49,1,207P00000X,Y
1750511168,ID,2013-08-05,individual,male,51,1,207P00000X,Y
1295966687,ID,2012-09-19,individual,male,49,1,207V00000X,Y
1679705586,ID,2016-08-20,individual,male,54,1,207P00000X,Y
1497081392,HI,2012-07-24,individual,female,52,2,207V00000X,Y
1124354964,ID,2009-10-29,individual,male,59,1,207P00000X,Y
1952637639,HI,2015-09-23,individual,female,50,1,207P00000X,Y
1578890984,HI,2009-11-05,individual,female,53,1,207P00000X,Y
1972827582,ID,2016-12-22,individual,female,46,1,207V00000X,Y
1134445505,ID,2014-12-10,individual,female,43,1,207V00000X,Y
1255657011,ID,2014-01-31,individual,male,51,1,207V00000X,Y
1336467810,HI,2016-11-04,individual,male,55,1,207V00000X,Y
1184943144,ID,2013-08-06,individual,male,44,1,207P00000X,Y
1760702799,HI,2016-01-10,individual,female,52,1,207P00000X,Y
1811217573,HI,2015-12-16,individual,male,60,1,207P00000X,Y
1336469063,HI,2015-10-14,individual,female,50,1,207P00000X,Y
1720308125,HI,2013-07-29,individual,male,62,1,207P00000X,Y
1235440132,ID,2014-07-18,individual,male,49,1,207P00000X,Y
1013228113,ID,2013-07-19,individual,male,57,1,207P00000X,Y
1194036012,HI,2014-06-18,individual,female,51,1,207V00000X,Y
1841501731,ID,2015-04-13,individual,male,59,1,207V00000X,Y
1861703670,ID,2013-07-17,individual,female,44,1,207P00000X,Y
1366753089,ID,2016-06-28,individual,male,55,1,207V00000X,Y
1457662868,HI,2016-03-10,individual,male,57,1,207V00000X,Y
1902117310,HI,2016-12-23,individual,female,52,1,207V00000X,Y
1710298229,HI,2015-03-25,individual,female,49,1,207V00000X,Y
1134430408,HI,2013-10-22,individual,male,67,1,207P00000X,Y
1891007167,ID,2014-07-29,individual,male,39,1,207P00000X,Y
1922313253,ID,2016-03-08,individual,male,51,1,207V00000X,Y
1699081083,ID,2017-02-06,individual,female,45,1,207P00000X,Y
1255647517,HI,2016-03-22,individual,male,63,1,207P00000X,Y
1437468592,HI,2010-10-06,individual,male,58,2,207P00000X,Y
1467754432,HI,2014-10-14,individual,female,50,1,207V00000X,Y
1265731038,HI,2012-04-26,individual,female,48,1,207V00000X,Y
1538468301,HI,2016-07-26,individual,male,55,1,207V00000X,Y
1457641342,ID,2016-01-27,individual,male,49,2,207P00000X,Y
1497045983,ID,2011-04-18,individual,male,43,1,207V00000X,Y
1780974121,HI,2016-08-04,individual,female,51,1,207V00000X,Y
1215228564,HI,2017-02-13,individual,female,54,1,207V00000X,Y
1083905384,HI,2016-01-29,individual,female,50,1,207P00000X,Y
1053602177,HI,2016-01-25,individual,male,58,1,207P00000X,Y
1528350329,HI,2012-01-06,individual,male,65,1,207P00000X,Y
1366734998,ID,2015-09-03,individual,male,35,1,207V00000X,Y
1144513797,ID,2014-08-29,individual,male,56,1,207P00000X,Y
1639462906,ID,2015-09-08,individual,female,43,1,207V00000X,Y
1821381724,HI,2015-12-09,individual,male,58,1,207P00000X,Y
1720371537,HI,2015-12-29,individual,male,53,1,207P00000X,Y
1376838375,ID,2016-10-06,individual,male,49,1,207P00000X,Y
1932494812,HI,2015-11-10,individual,male,57,1,207V00000X,Y
1053607879,ID,2016-02-24,individual,female,48,1,207V00000X,Y
1447545330,HI,2015-11-11,individual,male,61,1,207P00000X,Y
1073809729,ID,2015-10-30,individual,female,45,1,207V00000X,Y
1639465115,ID,2016-03-18,individual,male,44,1,207P00000X,Y
1194011403,HI,2016-12-06,individual,female,48,1,207P00000X,Y
1952698516,HI,2016-08-25,individual,male,52,1,207P00000X,Y
1245514454,ID,2013-07-29,individual,male,50,1,207P00000X,Y
1104195916,ID,2016-06-13,individual,male,44,1,207P00000X,Y
1922374008,HI,2016-01-22,individual,male,61,1,207P00000X,Y
1295001170,ID,2016-10-10,individual,female,45,1,207V00000X,Y
1245506898,HI,2015-07-08,individual,female,56,1,207P00000X,Y
1710243886,HI,2015-12-11,individual,female,52,1,207P00000X,Y
1376809202,ID,2016-06-17,individual,male,54,1,207V00000X,Y
1639435662,HI,2016-07-18,individual,female,52,1,207V00000X,Y
1235495862,ID,2015-05-18,individual,male,54,1,207P00000X,Y
1073870747,HI,2012-04-18,individual,male,56,1,207P00000X,Y
1922366020,HI,2012-04-25,individual,male,56,1,207V00000X,Y
1457619074,ID,2012-05-02,individual,male,55,1,207P00000X,Y
1538427067,HI,2016-02-23,individual,female,48,2,207P00000X,Y
1932468337,ID,2015-06-17,individual,male,51,1,207P00000X,Y
1326307604,HI,2012-05-08,individual,male,58,1,207V00000X,Y
1154680072,ID,2016-08-18,individual,female,43,1,207V00000X,Y
1912268814,HI,2013-09-16,individual,male,57,1,207V00000X,Y
1962764712,HI,2015-07-01,individual,female,52,1,207P00000X,Y
1417219197,HI,2016-05-07,individual,female,53,1,207V00000X,Y
1811250566,HI,2016-06-21,individual,female,48,1,207V00000X,Y
1205199312,HI,2016-09-02,individual,female,56,1,207V00000X,Y
1487918264,HI,2015-06-17,individual,male,59,1,207P00000X,Y
1669727665,ID,2016-01-29,individual,male,61,1,207P00000X,Y
1346594983,HI,2016-09-02,individual,female,50,1,207V00000X,Y
1699014589,HI,2013-02-12,individual,male,53,2,207P00000X,Y
1265879274,HI,2016-09-13,individual,male,67,1,207P00000X,Y
1548608805,HI,2016-09-13,individual,female,53,1,207P00000X,Y
1851711592,HI,2014-05-25,individual,male,57,1,207V00000X,Y
1972914745,HI,2017-02-03,individual,female,56,1,207V00000X,Y
1568874360,HI,2016-05-06,individual,male,56,1,207V00000X,Y
1922401652,HI,2015-06-06,individual,female,54,1,207P00000X,Y
1104290659,HI,2015-11-20,individual,male,61,1,207V00000X,Y
1417308198,HI,2016-06-24,individual,female,57,1,207V00000X,Y
